pair_id,n_studies_ss,n_studies_soth,dz_ss_mean,dz_ss_se,dz_ss_ci_low,dz_ss_ci_high,dz_ss_Q,dz_ss_I2,dz_ss_z,p_ss,dz_soth_mean,dz_soth_se,dz_soth_ci_low,dz_soth_ci_high,dz_soth_Q,dz_soth_I2,dz_soth_z,p_soth,kappa_ss,kappa_soth,abs_dz_ss,abs_dz_soth,q_ss,q_soth,rank_score,GeneAName,GeneBName,GeneAKey,GeneBKey
85_86,1,3,-0.6216490237009601,0.20026720118795727,-1.0141655253139934,-0.22913252208792673,0.0,0.0,-3.1040980251055803,0.0019086008429851642,-0.6067876462925762,0.1375878035854422,-0.8764547860320138,-0.3371205065531386,2.5160012006018455,20.508781970311237,-4.410184845459505,1.0328241873747146e-05,1.0,1.0,0.6216490237009601,0.6067876462925762,0.15126653049833783,3.4377581101807664e-06,1.3767723713821978,CXCR5,ZDHHC19,85,86
11_87,1,3,0.34770837757780504,0.20026720118795727,-0.044808124035228325,0.7402248791908383,0.0,0.0,1.7362222846040047,0.08252453842411,0.7795842378321995,0.1574489530497759,0.47098996045110086,1.0881785152132983,3.246143814931812,38.3884352011677,4.951345961543115,7.370194539113584e-07,1.0,1.0,0.34770837757780504,0.7795842378321995,0.15126653049833783,3.4377581101807664e-06,1.371340351906045,DHRS9,SLC51A,11,87
61_64,1,3,0.28405451431184237,0.20026720118795727,-0.108461987301191,0.6765710159248757,0.0,0.0,1.418377610646528,0.15608054872084898,0.815411988349019,0.18564026902305356,0.4515637469835073,1.1792602297145307,4.473488978372979,55.29216659146871,4.392430546670657,1.120904438334236e-05,1.0,1.0,0.28405451431184237,0.815411988349019,0.15126653049833783,3.4377581101807664e-06,1.3641719887293218,RAB20,PLAC8,61,64
56_88,1,3,-0.6420924985657351,0.20026720118795727,-1.0346090001787684,-0.24957599695270177,0.0,0.0,-3.206179018615787,0.0013451027798621062,-0.57377793746692,0.12117694112333997,-0.811280377825397,-0.336275497108443,0.003476166374088421,0.0,-4.735042262561323,2.1900945728070553e-06,1.0,1.0,0.6420924985657351,0.57377793746692,0.15126653049833783,3.4377581101807664e-06,1.3497029228842297,NPL,S100P,56,88
94_113,1,3,-0.13558680574406912,0.20026720118795727,-0.5281033073571024,0.25692969586896425,0.0,0.0,-0.6770295132692072,0.4983872290932476,-0.8965288527879699,0.27590021953459654,-1.4372833464024732,-0.35577435917346645,9.84794105667932,79.69118632525213,-3.2494677035787918,0.0011562120642516494,1.0,1.0,0.13558680574406912,0.8965288527879699,0.15126653049833783,3.4377581101807664e-06,1.3441077299561455,DHCR7,LBH,94,113
64_113,1,3,-0.3868554190655521,0.20026720118795727,-0.7793719206785854,0.0056610825474812665,0.0,0.0,-1.9316963375469343,0.053396997096189835,-0.7372144649621752,0.12117694112333997,-0.9747169053206521,-0.4997120246036983,1.6198950307149218,0.0,-6.083785067753125,1.173779295982058e-09,1.0,1.0,0.3868554190655521,0.7372144649621752,0.15126653049833783,3.6781476144831515e-06,1.3425616386195132,PLAC8,LBH,64,113
11_78,1,3,0.5703848680374742,0.20026720118795727,0.17786836642444087,0.9629013696505075,0.0,0.0,2.8481192359708944,0.004397844409164353,0.6090645122264169,0.12117694112333997,0.37156207186793994,0.8465669525848938,0.3050610805801952,0.0,5.0262410206120025,5.001871834497962e-07,1.0,1.0,0.5703848680374742,0.6090645122264169,0.15126653049833783,3.4377581101807664e-06,1.3346964941628205,DHRS9,MERTK,11,78
39_61,1,3,-0.35844286942946313,0.20026720118795727,-0.7509593710424964,0.034073632183570235,0.0,0.0,-1.7898231328107135,0.07348234910657281,-0.7454771297378373,0.18711335699001028,-1.1122125704646435,-0.37874168901103117,4.5436484724551995,55.98251026406357,-3.984093608975426,6.773816928018483e-05,1.0,1.0,0.35844286942946313,0.7454771297378373,0.15126653049833783,3.4377581101807664e-06,1.3342141127836011,OGFRL1,RAB20,39,61
44_86,1,3,-0.4340147544704793,0.20026720118795727,-0.8265312560835127,-0.04149825285744596,0.0,0.0,-2.1671784091252286,0.030221253027549633,-0.6895511692357852,0.12117694112333997,-0.9270536095942621,-0.45204872887730824,1.7295695412055425,0.0,-5.690448717746765,1.26705961278617e-08,1.0,1.0,0.4340147544704793,0.6895511692357852,0.15126653049833783,3.4377581101807664e-06,1.324434635037992,PSMF1,ZDHHC19,44,86
64_112,1,3,0.26563297213921766,0.20026720118795727,-0.1268835294738157,0.6581494737522511,0.0,0.0,1.3263927920474232,0.18470962506914623,0.7943307225170639,0.2358515860507521,0.3320701081609404,1.2565913368731874,7.1953858912307584,72.20440946138189,3.367926142952181,0.0007573588194853542,1.0,1.0,0.26563297213921766,0.7943307225170639,0.15126653049833783,3.4377581101807664e-06,1.3191390669396994,PLAC8,CSF2RA,64,112
60_73,1,3,-0.4335529156751692,0.20026720118795727,-0.8260694172882026,-0.04103641406213582,0.0,0.0,-2.1648722961293383,0.030397466337887646,-0.6847210114411308,0.12117694112333997,-0.9222234517996077,-0.4472185710826539,1.4148886771081053,0.0,-5.650588347036978,1.598995980067741e-08,1.0,1.0,0.4335529156751692,0.6847210114411308,0.15126653049833783,3.4377581101807664e-06,1.3174298901715396,N4BP2L1,MKI67,60,73
85_114,1,3,-0.6631780008073492,0.20026720118795727,-1.0556945024203825,-0.27066149919431587,3.073270609923525e-31,0.0,-3.31146586597041,0.0009280856159035178,-0.5352772748022173,0.12117694112333997,-0.7727797151606943,-0.29777483444374037,1.2769585895263655,0.0,-4.417319581102359,9.99324228523335e-06,1.0,1.0,0.6631780008073492,0.5352772748022173,0.15126653049833783,3.4377581101807664e-06,1.3156991114667078,CXCR5,DDAH2,85,114
28_94,1,3,0.31966380384771537,0.20026720118795727,-0.072852697765318,0.7121803054607487,0.0,0.0,1.5961865045874413,0.11044715973480246,0.748146269406678,0.15948263705951696,0.43556604461055193,1.0607264942028043,3.3272667271896363,39.89060198701615,4.691082886518105,2.7176284016494634e-06,1.0,1.0,0.31966380384771537,0.748146269406678,0.15126653049833783,3.4377581101807664e-06,1.3036788254534124,MS4A4A,DHCR7,28,94
59_97,1,3,-0.36861102240514604,0.20026720118795727,-0.7611275240181794,0.023905479207887326,7.683176524808813e-32,0.0,-1.8405960647504762,0.06568077486804702,-0.7157436907257174,0.26525459782936184,-1.235633149204923,-0.19585423224651177,9.101492457983559,78.02558196655254,-2.698327179181094,0.0069688911571235135,1.0,1.0,0.36861102240514604,0.7157436907257174,0.15126653049833783,3.4377581101807664e-06,1.3025628164321856,SLC39A8,ATR,59,97
21_59,1,3,0.5748068284562377,0.20026720118795727,0.1822903268432043,0.967323330069271,0.0,0.0,2.8701995386491808,0.00410212844985236,0.5798654283505044,0.12117694112333997,0.3423629879920274,0.8173678687089814,1.7242924329629274,0.0,4.785278642743492,1.7075027936019893e-06,1.0,1.0,0.5748068284562377,0.5798654283505044,0.15126653049833783,3.4377581101807664e-06,1.298710206413086,SLCO4A1,SLC39A8,21,59
45_81,1,3,0.7637445164149522,0.20026720118795727,0.37122801480191886,1.1562610180279855,0.0,0.0,3.8136275530118047,0.00013694179615320046,0.45723944963876445,0.22233428283013357,0.021472262763160554,0.8930066365143683,6.396101096896798,68.73095078233924,2.0565404660877316,0.039730449952111835,1.0,1.0,0.7637445164149522,0.45723944963876445,0.15126653049833783,3.4377581101807664e-06,1.2977474333080883,TMX4,TIAM1,45,81
24_37,1,3,-0.7233538005270985,0.20026720118795727,-1.115870302140132,-0.33083729891406516,0.0,0.0,-3.6119434247658333,0.00030391087790149207,-0.48315830734536863,0.160561201354576,-0.7978524793148214,-0.16846413537591592,3.370763479262564,40.66626115109244,-3.0091846801668107,0.0026194983234131275,1.0,1.0,0.7233538005270985,0.48315830734536863,0.15126653049833783,3.4377581101807664e-06,1.2975491074268288,CPQ,KLF7,24,37
59_111,1,3,-0.5388973783817324,0.20026720118795727,-0.9314138799947658,-0.146380876768699,0.0,0.0,-2.6908918444211922,0.007126129339597664,-0.5981133636041502,0.14427864237975582,-0.880894306406806,-0.3153324208014945,2.7492675943777485,27.25335270782664,-4.145543330175342,3.3900888279037034e-05,1.0,1.0,0.5388973783817324,0.5981133636041502,0.15126653049833783,3.4377581101807664e-06,1.2919838612969454,SLC39A8,ZNF823,59,111
57_110,1,3,-0.2557105652656759,0.20026720118795727,-0.6482270668787093,0.13680593634735744,0.0,0.0,-1.2768469512173553,0.20165628585983475,-0.7758260996303604,0.23420694040245482,-1.2348632677484908,-0.3167889315122301,7.095537369111638,71.81326944022,-3.3125666485254537,0.0009244409674080689,1.0,1.0,0.2557105652656759,0.7758260996303604,0.15126653049833783,3.4377581101807664e-06,1.2851170816339441,CKAP4,SULF2,57,110
64_114,1,3,0.1560510308509463,0.20026720118795727,-0.23646547076208707,0.5485675324639796,0.0,0.0,0.7792141195626304,0.43585359406068713,0.8398626555892544,0.2871808725540713,0.27699848833448737,1.4027268228440215,10.671486846033064,81.25846914440545,2.9245076391051166,0.0034500161169870314,1.0,1.0,0.1560510308509463,0.8398626555892544,0.15126653049833783,3.4377581101807664e-06,1.2847434277080023,PLAC8,DDAH2,64,114
69_86,1,3,-0.49337149858167006,0.20026720118795727,-0.8858880001947034,-0.1008549969686367,0.0,0.0,-2.4635661538936917,0.013756250737625209,-0.620931945339322,0.12117694112333997,-0.858434385697799,-0.383429504980845,0.1805859569003232,0.0,-5.124175767956597,2.9884211127928495e-07,1.0,1.0,0.49337149858167006,0.620931945339322,0.15126653049833783,3.4377581101807664e-06,1.2830244675667832,SLC25A37,ZDHHC19,69,86
15_32,1,3,0.38460160743238725,0.20026720118795727,-0.007914894180646115,0.7771181090454207,0.0,0.0,1.9204423148223166,0.05480205295999596,0.690115051895637,0.1256206044947935,0.44390319136969136,0.9363269124215827,2.1317219157201213,6.179132219299064,5.493645367104086,3.937207337934012e-08,1.0,1.0,0.38460160743238725,0.690115051895637,0.15126653049833783,3.4377581101807664e-06,1.281650480076764,NLRP1,CD86,15,32
28_48,1,3,0.502192584880652,0.20026720118795727,0.10967608326761863,0.8947090864936853,0.0,0.0,2.50761273888942,0.012154979987271775,0.6064230038321017,0.12117694112333997,0.36892056347362473,0.8439254441905786,1.3086677528200268,0.0,5.004442249576624,5.602400396931273e-07,1.0,1.0,0.502192584880652,0.6064230038321017,0.15126653049833783,3.4377581101807664e-06,1.2709814435385172,MS4A4A,LDLR,28,48
14_85,1,3,-0.5318647096768144,0.20026720118795727,-0.9243812112898477,-0.13934820806378106,0.0,0.0,-2.6557754166526855,0.007912629096233026,-0.5868169853091624,0.12117694112333997,-0.8243194256676394,-0.3493145449506854,0.4841815174727577,0.0,-4.842645637604193,1.2812166345632647e-06,1.0,1.0,0.5318647096768144,0.5868169853091624,0.15126653049833783,3.4377581101807664e-06,1.2703549553380424,CD82,CXCR5,14,85
10_85,1,3,-0.45472407950249544,0.20026720118795727,-0.8472405811155288,-0.06220757788946207,0.0,0.0,-2.270586879954058,0.02317199844784512,-0.6347851617562867,0.12117694112333997,-0.8722876021147636,-0.3972827213978098,1.3228397972348318,0.0,-5.238497983788603,1.6188874463196612e-07,1.0,1.0,0.45472407950249544,0.6347851617562867,0.15126653049833783,3.4377581101807664e-06,1.2678819010381657,JMJD6,CXCR5,10,85
6_28,1,3,-0.32698682645500643,0.20026720118795727,-0.7195033280680398,0.06552967515802693,7.683176524808813e-32,0.0,-1.632752764882946,0.10252100509682394,-0.7158930207381506,0.18748986676127222,-1.0833664070564577,-0.3484196344198437,4.561675765506032,56.15646304537083,-3.8183024667124306,0.00013437311524922002,1.0,1.0,0.32698682645500643,0.7158930207381506,0.15126653049833783,3.4377581101807664e-06,1.2660778497159142,MTMR11,MS4A4A,6,28
44_58,1,3,-0.5178519520619942,0.20026720118795727,-0.9103684536750276,-0.12533545044896083,0.0,0.0,-2.585805109324783,0.009715184554589973,-0.5876396802829781,0.12117694112333997,-0.8251421206414551,-0.35013723992450113,0.07703984666904844,0.0,-4.849434841607769,1.238137313563925e-06,1.0,1.0,0.5178519520619942,0.5876396802829781,0.15126653049833783,3.4377581101807664e-06,1.2591273929063074,PSMF1,CYP19A1,44,58
72_86,1,3,-0.027440309374331395,0.20026720118795727,-0.41995681098736476,0.36507619223870197,0.0,0.0,-0.1370184893560168,0.8910161805543546,0.9021350132531154,0.40468231915101005,0.10897224253699189,1.695297783969239,21.232754373296125,90.58059088878574,2.22924247134325,0.02579777606629441,1.0,1.0,0.027440309374331395,0.9021350132531154,0.15126653049833783,3.4377581101807664e-06,1.256441467053603,IDNK,ZDHHC19,72,86
12_33,1,3,0.31743715196779165,0.20026720118795727,-0.07507934964524171,0.7099536535808251,0.0,0.0,1.5850680994431363,0.11295086258908604,0.7143109852615002,0.22198696187659397,0.27922453494591,1.1493974355770904,6.37620596882615,68.63338465259463,3.217806033394866,0.0012917514095385219,1.0,1.0,0.31743715196779165,0.7143109852615002,0.15126653049833783,3.4377581101807664e-06,1.2554994990046382,ARHGEF10L,CBLB,12,33
21_110,1,3,-0.36437275721966483,0.20026720118795727,-0.7568892588326982,0.02814374439336853,7.683176524808813e-32,0.0,-1.8194330127861984,0.06884539397786371,-0.6789045389009627,0.12117694112333997,-0.9164069792594396,-0.44140209854248574,1.8448822569433396,0.0,-5.602588517314854,2.111741315147242e-08,1.0,1.0,0.36437275721966483,0.6789045389009627,0.15126653049833783,3.4377581101807664e-06,1.2485073099470678,SLCO4A1,SULF2,21,110
11_94,1,3,0.3364875171959637,0.20026720118795727,-0.05602898441706966,0.729004018808997,0.0,0.0,1.6801928383677727,0.09291980229652275,0.6965330330429875,0.17793456874502486,0.3477876866980724,1.0452783793879026,4.1161698171863526,51.41113975304549,3.9145458802954662,9.057451462646249e-05,1.0,1.0,0.3364875171959637,0.6965330330429875,0.15126653049833783,3.4377581101807664e-06,1.248007654480755,DHRS9,DHCR7,11,94
